VendorNumber,VendorName,Brand,Description,Actual_Price,PurchasePrice,Volume,TotalsalesQuantity,TotalsalesDollers,TotalsalesPrice,TotalsalesExciseTax,TotalpurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,StockturnOver,SalesPurchaseRate
9165,"ULTRA BEVERAGE COMPANY LLP",2949,"Lock Stock & Barrel Rye",94.99,70.36,750,163,16053.369999999975,13042.679999999977,128.56000000000023,1077527,13210613.930000002,68054.70000000003,-13194560.560000002,0.00015127231150588338,0.0012151872793394072
7245,"PROXIMO SPIRITS INC.",2951,"Old Bushmills Irish Whiskey",39.99,28.78,1750,3135,129456.65000000414,100769.63000000358,5763.890000000195,682042,7588029.899999999,38994.78000000001,-7458573.249999995,0.004596491125179974,0.017060640470065114
7245,"PROXIMO SPIRITS INC.",2952,"Old Bushmills",18.99,14.61,750,5782,132962.18000000683,103538.05000000639,4558.6199999999035,682042,7588029.899999999,38994.78000000001,-7455067.719999992,0.008477483791320769,0.017522622044492318
2561,"EDRINGTON AMERICAS",2954,"Highland Park 12 Yr Single",49.99,35.87,750,2751,138993.49000000284,108444.56000000358,2169.209999999954,62542,1882832.8399999992,9654.500000000002,-1743839.3499999964,0.04398644111157302,0.07382147105528651
3960,"DIAGEO NORTH AMERICA INC",2956,"Vat 69 Gold",14.99,10.71,1750,7259,108812.4100000046,64442.00999999724,13340.060000000489,5459788,50959796.849999994,257032.07000000007,-50850984.43999999,0.0013295388026055223,0.0021352598857545214
8004,"SAZERAC CO INC",2957,"Glenfarclas 12-Yr Scotch",35.99,25.89,750,2004,73143.96000000015,55028.939999999384,1580.0099999999713,1417727,9916770.259999998,50293.62000000002,-9843626.299999997,0.0014135302494768034,0.007375784462309422
3960,"DIAGEO NORTH AMERICA INC",2958,"Dalwhinnie 15-Yr Single Mal",54.99,40.73,750,4161,247565.38999999512,186518.70999999635,3280.229999999964,5459788,50959796.849999994,257032.07000000007,-50712231.46,0.0007621175034635045,0.004858052922163389
2561,"EDRINGTON AMERICAS",2960,"The Macallan Fine Oak 15 Yr",104.99,69.34,750,1387,156141.13000000088,130573.41000000258,1094.0699999999886,62542,1882832.8399999992,9654.500000000002,-1726691.7099999983,0.022177096990822168,0.08292883291753131
7239,"REMY COINTREAU USA INC",2963,"Bruichladdich The Laddie Ten",59.99,44.44,750,0,0,0,0,142363,3354958.28,16978.669999999995,-3354958.28,0,0
8112,"MOET HENNESSY USA INC",2965,"Ardbeg 10 Yr Single Malt Sc",46.99,34.64,750,3112,139529.88000000326,106719.21000000396,2453.6199999999544,427867,9472995.2,48347.26,-9333465.319999997,0.0072732881946960155,0.014729225240186258
3664,"WILLIAM GRANT & SONS INC",2967,"Glenfiddich Solera 15-Yr RS",59.99,40.73,750,2980,174601.20000000088,133957.2200000048,2349.4199999999596,302685,5960744.350000001,30234.42000000001,-5786143.149999999,0.00984521862662504,0.029291845069651556
8004,"SAZERAC CO INC",2973,"Eagle Rare Single Barrel Bo",29.99,19.85,750,9002,257336.97999999436,157402.010000002,7091.939999999712,1417727,9916770.259999998,50293.62000000002,-9659433.280000003,0.00634960045199111,0.025949676482673142
9625,"WESTERN SPIRITS BEVERAGE CO",2975,"Bird Dog Blackberry Whiskey",14.99,11.32,750,4818,74248.82000000072,57792.57999999811,3798.329999999959,56860,361249.20999999985,1933.1899999999996,-287000.38999999914,0.08473443545550474,0.2055335152151634
2496,"DUGGANS DISTILLED PRODUCTS",2976,"Islay Mist 8 Yr Old Scotch",17.99,11.59,750,13,213.86999999999998,101.93999999999998,10.229999999999999,18814,184296.5,939.2699999999998,-184082.63,0.0006909748059955352,0.0011604669649179446
12546,"JIM BEAM BRANDS COMPANY",2979,"Bowmore 12-Yr Scotch",49.99,35.43,750,1577,72319.23,61216.6599999992,1244.0899999999808,2737165,24203151.05000001,123880.96999999999,-24130831.820000008,0.0005761435646005996,0.002988008869200524
2561,"EDRINGTON AMERICAS",2982,"Highland Park Dark Origins",69.99,52.23,750,507,37069.93000000019,34434.29000000027,400.2200000000024,62542,1882832.8399999992,9654.500000000002,-1845762.909999999,0.008106552396789358,0.019688380833638
3664,"WILLIAM GRANT & SONS INC",2985,"Gibsons 12YO Gold Canadian W",25.99,15.1,750,553,11687.46999999994,6880.75999999995,435.88000000000125,302685,5960744.350000001,30234.42000000001,-5949056.880000001,0.0018269818458133043,0.0019607400206653617
12546,"JIM BEAM BRANDS COMPANY",2988,"Sauza 901 Silver Tequila",24.99,18.51,750,721,18757.789999999997,16443.689999999886,568.9100000000027,2737165,24203151.05000001,123880.96999999999,-24184393.26000001,0.0002634112302327408,0.0007750143756591558
2561,"EDRINGTON AMERICAS",2989,"The Macallan 18 Yr Old",259.99,192.59,750,502,130514.98000000081,107375.87000000068,396.08000000000186,62542,1882832.8399999992,9654.500000000002,-1752317.8599999982,0.008026606120686898,0.06931841065614772
11567,"CAMPARI AMERICA",2990,"Bulldog Gin",19.99,15.99,750,1225,26138.750000000295,18512.369999999995,965.3799999999945,501284,4141720.7100000004,20964.809999999998,-4115581.96,0.002443724515444339,0.006311084650611386
2000,"SOUTHERN WINE & SPIRITS NE",2991,"Tullibardine Single Malt",49.99,36.49,750,467,23345.330000000136,21545.690000000104,368.67000000000183,406875,3740617.3799999994,19016.59,-3717272.0499999993,0.0011477726574500768,0.006241036606636346
5895,"Mizkan Americas, Inc.",2993,"Angostura Bitters",7.49,5.39,0,0,0,0,0,0,0,0,0,0,0
12546,"JIM BEAM BRANDS COMPANY",3012,"Pinnacle Vodka",0.99,0.74,50,55268,54715.32000000172,10953.359999998054,2891.02999999998,2737165,24203151.05000001,123880.96999999999,-24148435.730000008,0.02019169469140516,0.0022606692776063844
480,"BACARDI USA INC",3016,"Bombay Sapphire East Gin",19.99,14.59,750,5421,113409.79000000592,78758.61000000138,4272.689999999953,1427075,17624378.719999995,89286.26999999999,-17510968.92999999,0.003798679116374402,0.00643482484130402
12546,"JIM BEAM BRANDS COMPANY",3020,"Pinnacle Blueberry Vodka",10.99,7.99,750,9245,99450.55000000673,65130.30999999591,7284.439999999687,2737165,24203151.05000001,123880.96999999999,-24103700.5,0.0033775822794752967,0.004108991833111197
3960,"DIAGEO NORTH AMERICA INC",3025,"Ciroc Snap Frost Vodka",11.99,9.29,375,13018,159459.82000000315,54633.2199999986,5115.099999999999,5459788,50959796.849999994,257032.07000000007,-50800337.029999994,0.002384341663082889,0.003129129821089606
3960,"DIAGEO NORTH AMERICA INC",3033,"Ciroc Coconut Vodka",11.99,8.95,375,0,0,0,0,5459788,50959796.849999994,257032.07000000007,-50959796.849999994,0,0
9552,"M S WALKER INC",3038,"Zhenka Raspberry Vodka",9.99,7.13,1750,15887,161886.1300000034,80559.28000000323,29192.20999999874,1372841,10935817.3,55551.819999999985,-10773931.169999998,0.011572352515695553,0.014803295040417637
8664,"STOLI GROUP,(USA) LLC",3039,"Stoli Salted Karamel",16.99,13.38,750,4277,77290.23000000093,48240.389999999374,3370.019999999979,314035,3666478.7199999983,18544.489999999998,-3589188.4899999974,0.013619501011033801,0.021080234170839797
9552,"M S WALKER INC",3041,"Zhenka Pink Lemonade Vodka",9.99,5.83,1750,15317,140309.83000000485,58415.62999999664,28145.58999999941,1372841,10935817.3,55551.819999999985,-10795507.469999995,0.011157155125757462,0.012830301215804404
3960,"DIAGEO NORTH AMERICA INC",3042,"Ciroc Red Berry Vodka",11.99,8.63,375,11372,140973.7800000042,57469.44999999819,4467.099999999947,5459788,50959796.849999994,257032.07000000007,-50818823.06999999,0.002082864755920926,0.0027663724880018672
12546,"JIM BEAM BRANDS COMPANY",3045,"Pinnacle Salted Caramel",12.99,7.8,750,8672,96774.28000000345,60328.0799999968,6831.449999999729,2737165,24203151.05000001,123880.96999999999,-24106376.770000003,0.0031682415930351293,0.003998416561549469
3960,"DIAGEO NORTH AMERICA INC",3046,"Ciroc Peach Vodka",47.99,35.81,1750,1917,93078.25000000057,44524.13999999999,3523.2400000000353,5459788,50959796.849999994,257032.07000000007,-50866718.599999994,0.00035111253403978326,0.0018265035528688648
8004,"SAZERAC CO INC",3050,"Bowman Vodka",8.99,6.51,1750,25479,229056.2099999958,100076.68000001527,46813.56999999063,1417727,9916770.259999998,50293.62000000002,-9687714.050000003,0.017971725162883968,0.023097863920868513
3960,"DIAGEO NORTH AMERICA INC",3054,"Smirnoff Kissed Caramel",12.99,8.14,750,13722,161026.78000000204,83612.1400000048,10806.700000000117,5459788,50959796.849999994,257032.07000000007,-50798770.06999999,0.00251328439858837,0.003159878766274989
7245,"PROXIMO SPIRITS INC.",3058,"Three Olives Vodka",0.99,0.71,50,489,484.1100000000005,143.54999999999984,25.400000000000055,682042,7588029.899999999,38994.78000000001,-7587545.789999999,0.000716964644406063,0.00006379916874075583
17035,"PERNOD RICARD USA",3061,"Absolut Grapevine Vodka",16.99,11.32,750,390,5672.09999999997,3857.349999999974,307.4699999999997,1647558,24124091.56,123780.21999999997,-24118419.459999997,0.0002367139730437411,0.00023512180700743332
10050,"Russian Standard Vodka",3062,"Russian Standard Platinum",21.99,15.62,750,2126,45783.74000000008,31675.31000000101,1675.4499999999728,12798,138907.27000000002,732.5999999999999,-93123.52999999994,0.1661197062040944,0.32959930750924754
3960,"DIAGEO NORTH AMERICA INC",3070,"Peligroso Reposado Tequila",29.99,16.53,750,193,4340.069999999993,2075.0600000000004,152.08,5459788,50959796.849999994,257032.07000000007,-50955456.779999994,0.00003534935788715606,0.00008516654830424415
3960,"DIAGEO NORTH AMERICA INC",3072,"Ciroc Peach Vodka",24.99,18.24,750,11265,283914.34999999194,104525.02000000635,8874.120000000006,5459788,50959796.849999994,257032.07000000007,-50675882.5,0.0020632669253824506,0.005571339910080351
2396,"BLACK PRINCE DISTILLERY INC",3079,"Devils Spring Vodka",15.99,10.21,750,728,9492.719999999936,5375.969999999943,573.4800000000012,807,5971.939999999999,30.98,3520.779999999937,0.9021065675340768,1.5895538133336802
3960,"DIAGEO NORTH AMERICA INC",3081,"Smirnoff Iced Cake",12.99,7.14,750,0,0,0,0,5459788,50959796.849999994,257032.07000000007,-50959796.849999994,0,0
9165,"ULTRA BEVERAGE COMPANY LLP",3084,"Patron Silver Tequila",14.99,11.27,200,3581,53679.189999999755,29530.300000001196,752.0100000000064,1077527,13210613.930000002,68054.70000000003,-13156934.740000002,0.0033233505981752664,0.004063338031406671
3960,"DIAGEO NORTH AMERICA INC",3086,"Ciroc Coconut Vodka",47.99,35.03,1750,3868,191347.32000000036,59255.1699999994,7107.710000000093,5459788,50959796.849999994,257032.07000000007,-50768449.529999994,0.000708452416101138,0.003754868186842083
3924,"HEAVEN HILL DISTILLERIES",3089,"Evan Williams Honey Reserve",9.99,7.63,750,8909,100394.91000000582,69708.38999999798,7020.009999999712,352348,2816661.9399999995,14069.869999999995,-2716267.0299999937,0.025284661754855994,0.03564322312673627
8664,"STOLI GROUP,(USA) LLC",3092,"Stolichnaya 100* Vodka",16.99,13.38,750,89,1957.1100000000004,615.7200000000001,70.04999999999997,314035,3666478.7199999983,18544.489999999998,-3664521.6099999985,0.00028340790039326825,0.0005337846335570716
3960,"DIAGEO NORTH AMERICA INC",3100,"Ciroc Red Berry Vodka",47.99,34.28,1750,2288,114196.12000000184,65824.93999999919,4205.530000000066,5459788,50959796.849999994,257032.07000000007,-50845600.72999999,0.0004190638903928138,0.002240906107536845
3960,"DIAGEO NORTH AMERICA INC",3102,"Smirnoff Traveler",17.99,12.94,1750,148265,2592041.349999925,292586.2899999302,272422.6000000083,5459788,50959796.849999994,257032.07000000007,-48367755.50000007,0.02715581630642069,0.050864436481754254
3960,"DIAGEO NORTH AMERICA INC",3104,"Smirnoff Whipped Cream",12.99,8.72,750,6245,74882.55000000042,55074.41999999775,4922.10999999988,5459788,50959796.849999994,257032.07000000007,-50884914.3,0.001143817305726889,0.0014694436522268129
3960,"DIAGEO NORTH AMERICA INC",3107,"Don Julio 70th Anniversary",65.99,47.47,750,1186,79175.14000000026,64366.35999999938,935.3299999999923,5459788,50959796.849999994,257032.07000000007,-50880621.70999999,0.00021722455157599527,0.001553678485670813
17035,"PERNOD RICARD USA",3120,"Absolut Cilantro",17.99,10.94,750,228,4164.719999999998,362.80000000000007,179.54999999999993,1647558,24124091.56,123780.21999999997,-24119926.84,0.0001383866303948025,0.0001726373815835409
12546,"JIM BEAM BRANDS COMPANY",3121,"Pinnacle Rainbow Sherbet",9.99,6.93,750,309,2936.409999999987,2015.3800000000017,243.65999999999954,2737165,24203151.05000001,123880.96999999999,-24200214.640000008,0.0001128905272426032,0.00012132345883119983
3960,"DIAGEO NORTH AMERICA INC",3123,"Booths London Dry Gin",14.99,10.94,1750,7379,110611.21000000327,55987.649999998386,13559.44000000042,5459788,50959796.849999994,257032.07000000007,-50849185.63999999,0.001351517677975775,0.002170558299625625
12546,"JIM BEAM BRANDS COMPANY",3125,"Pinnacle Strawbery Shortcake",9.99,7.03,750,346,3289.03999999999,2311.0699999999956,272.82999999999953,2737165,24203151.05000001,123880.96999999999,-24199862.01000001,0.00012640816319074664,0.0001358930493473902
1392,"CONSTELLATION BRANDS INC",3133,"Svedka Strwbry Lemonad Vodka",10.99,8.79,750,10307,116701.93000000675,69941.40999999816,8119.859999999636,2325892,15573917.899999999,79528.99,-15457215.969999991,0.004431418139793249,0.007493421420951934
1392,"CONSTELLATION BRANDS INC",3138,"Svedka 100 Vodka",13.99,9.29,750,333,3992.6699999999832,2505.909999999993,262.37999999999937,2325892,15573917.899999999,79528.99,-15569925.229999999,0.0001431708780975213,0.0002563690155320508
480,"BACARDI USA INC",3139,"Grey Goose Le Melon",23.99,17.64,750,2220,54432.79999999972,37964.0500000005,1749.9399999999684,1427075,17624378.719999995,89286.26999999999,-17569945.919999994,0.0015556295219242156,0.0030884946848214194
8664,"STOLI GROUP,(USA) LLC",3147,"Stolichnaya Chocolat Kokonut",0.99,0.71,50,1255,1242.4500000000069,627.6600000000043,64.28999999999968,314035,3666478.7199999983,18544.489999999998,-3665236.269999998,0.003996369831388221,0.00033886736972525163
1392,"CONSTELLATION BRANDS INC",3150,"Svedka Mango Pineapple Vodka",10.99,8.65,750,8863,100480.37000000515,65042.71999999613,6982.679999999715,2325892,15573917.899999999,79528.99,-15473437.529999994,0.0038105810587937875,0.006451836374455599
7245,"PROXIMO SPIRITS INC.",3152,"Three Olives Jacked Apple",10.99,7.91,750,61,670.3900000000003,527.5200000000002,48.06999999999997,682042,7588029.899999999,38994.78000000001,-7587359.51,0.00008943730737989743,0.00008834836035635553
653,"STATE WINE & SPIRITS",3153,"Rye Harbor Vodka",17.99,13.23,750,1437,25851.630000000423,21767.900000000307,1133.5099999999854,154092,1529682.0400000003,8014.98,-1503830.41,0.009325597694883576,0.016900002303747004
3252,"E & J GALLO WINERY",3154,"New Amsterdam Peach Vodka",9.99,7.8,750,8722,90636.78000000407,55017.13999999795,6871.729999999741,1858260,12289608.089999998,61966.909999999996,-12198971.309999993,0.004693638134599033,0.0073750748873558335
12546,"JIM BEAM BRANDS COMPANY",3158,"Pinnacle Tropical Punch",16.99,12.77,1750,11058,185931.41999999853,126555.73000001666,20322.800000000094,2737165,24203151.05000001,123880.96999999999,-24017219.63000001,0.004039946440934325,0.00768211625072672
9552,"M S WALKER INC",3159,"Sobieski Vodka",9.99,5.59,750,152,1150.9800000000012,926.2800000000009,119.84000000000016,1372841,10935817.3,55551.819999999985,-10934666.32,0.00011071930398349117,0.00010524864931677315
3252,"E & J GALLO WINERY",3161,"New Amsterdam Red Berry",9.99,6.66,750,7286,75662.14000000122,49177.69999999914,5740.9299999998275,1858260,12289608.089999998,61966.909999999996,-12213945.949999997,0.003920872213791397,0.0061565950228768635
7245,"PROXIMO SPIRITS INC.",3163,"Three Olives Dude Vodka",12.99,8.82,750,61,914.3900000000003,569.6200000000002,48.079999999999984,682042,7588029.899999999,38994.78000000001,-7587115.51,0.00008943730737989743,0.00012050426949424651
8112,"MOET HENNESSY USA INC",3168,"Belvedere UF Intense Vodka",25.99,18.97,750,2334,58138.659999999705,42558.950000000135,1840.1699999999637,427867,9472995.2,48347.26,-9414856.54,0.005454966146022012,0.00613730491492276
11567,"CAMPARI AMERICA",3172,"Skyy Infusions Blood Orange",12.99,10.31,750,5361,70998.39000000029,51046.52999999892,4225.139999999965,501284,4141720.7100000004,20964.809999999998,-4070722.3200000003,0.010694536430446613,0.0171422447265886
4425,"MARTIGNETTI COMPANIES",3174,"Cold River Vodka",29.99,21.73,750,3151,100373.49000000191,67763.77999999891,2483.5199999999654,2640411,27861690.019999996,144929.24,-27761316.529999994,0.0011933748192989651,0.0036025628713818388
4425,"MARTIGNETTI COMPANIES",3176,"Smugglers Notch Vodka",27.99,20.89,750,1622,44964.78000000011,33058.080000000824,1278.3999999999842,2640411,27861690.019999996,144929.24,-27816725.239999995,0.0006142983043170173,0.0016138568754344399
3252,"E & J GALLO WINERY",3180,"New Amsterdam Vodka",16.99,10.94,1750,33938,581784.6199999065,232222.5399999632,62355.959999984516,1858260,12289608.089999998,61966.909999999996,-11707823.470000092,0.018263321601928686,0.04733955840897011
7245,"PROXIMO SPIRITS INC.",3183,"Jose Cuervo Tradicional Slvr",18.49,13.7,750,3451,66976.48999999916,55898.769999998825,2721.7299999999427,682042,7588029.899999999,38994.78000000001,-7521053.41,0.00505980570111518,0.008826598060716546
11567,"CAMPARI AMERICA",3189,"Skyy Infusions Dragon Fruit",12.99,10.15,750,2987,36431.13000000077,27716.550000001196,2354.879999999954,501284,4141720.7100000004,20964.809999999998,-4105289.5799999996,0.005958698063373257,0.008796133914109522
17035,"PERNOD RICARD USA",3193,"Absolut Wild Tea",16.99,11.15,750,62,901.8800000000003,525.1400000000002,48.83999999999998,1647558,24124091.56,123780.21999999997,-24123189.68,0.00003763145212490243,0.000037385034696825717
480,"BACARDI USA INC",3194,"Grey Goose Cherry Noir Vodka",23.99,18.31,750,3846,94295.54000000279,64528.79999999827,3031.709999999958,1427075,17624378.719999995,89286.26999999999,-17530083.179999992,0.002695023036630871,0.005350290157632451
12546,"JIM BEAM BRANDS COMPANY",3197,"Pinnacle Vodka 100 Proof",20.99,15.32,1750,2359,45590.41000000026,30971.170000001086,4336.010000000079,2737165,24203151.05000001,123880.96999999999,-24157560.640000008,0.0008618406270721714,0.0018836559713161912
17035,"PERNOD RICARD USA",3201,"Plymouth Gin",29.99,21.96,750,4142,124822.5800000042,84819.88000000193,3264.339999999969,1647558,24124091.56,123780.21999999997,-23999268.979999993,0.0025140237855055788,0.005174187790224264
7153,"PINE STATE TRADING CO",3204,"Twenty 2 Vodka",21.99,15.71,750,1426,31319.740000000267,15208.07999999987,1123.5299999999945,424427,3129071.589999999,15884.819999999998,-3097751.8499999987,0.0033598239508796568,0.01000927562670443
4550,"KLIN SPIRITS LLC",3209,"Hammer & Sickle Vodka",19.99,14.07,750,5710,114142.90000000554,80379.79000000171,4500.409999999928,6840,103484.29000000002,531.5,10658.610000005516,0.8347953216374269,1.102997372837998
660,"SAZERAC NORTH AMERICA INC.",3216,"Fleischmanns X Dry Gin",11.99,7.68,1750,16805,177247.95000000103,78266.4700000023,30878.239999998783,503931,3537977.55,17932.329999999994,-3360729.5999999987,0.03334781944353493,0.05009866441916824
8004,"SAZERAC CO INC",3218,"Firefly Sweet Tea Vodka",12.99,10.23,750,8548,114734.52000000708,71182.95999999915,6734.349999999784,1417727,9916770.259999998,50293.62000000002,-9802035.73999999,0.006029369547169519,0.01156974670097955
1392,"CONSTELLATION BRANDS INC",3219,"Svedka Grapefruit Jalapeno",0.99,0.74,50,3073,3042.269999999961,1186.0200000000093,158.9899999999993,2325892,15573917.899999999,79528.99,-15570875.629999999,0.0013212135387197686,0.00019534390893379252
1392,"CONSTELLATION BRANDS INC",3220,"Svedka Clementine Vodka",18.99,14.72,1750,5609,108114.91000000395,75140.11000000032,10309.530000000394,2325892,15573917.899999999,79528.99,-15465802.989999995,0.0024115479136606515,0.006942049566089208
12546,"JIM BEAM BRANDS COMPANY",3221,"Pinnacle Raspberry Vodka",10.99,7.93,750,9347,99867.5300000066,71276.55999999895,7365.879999999661,2737165,24203151.05000001,123880.96999999999,-24103283.520000003,0.0034148471137107187,0.004126220168344839
8004,"SAZERAC CO INC",3227,"Taaka Gin",8.99,6.86,1750,15134,137494.66000000594,64501.06999999542,27808.119999998933,1417727,9916770.259999998,50293.62000000002,-9779275.599999992,0.01067483373033031,0.013864862893375728
1392,"CONSTELLATION BRANDS INC",3230,"Svedka Grapefruit Jalapeno",10.99,7.08,750,494,4688.059999999976,2828.0199999999836,389.290000000001,2325892,15573917.899999999,79528.99,-15569229.839999998,0.00021239163297350006,0.00030101995079863473
12546,"JIM BEAM BRANDS COMPANY",3231,"Pinnacle Tropical Punch Vdka",10.99,7.74,750,4736,52446.63999999957,41322.74000000046,3733.959999999957,2737165,24203151.05000001,123880.96999999999,-24150704.410000008,0.0017302574013623585,0.0021669343752659656
8112,"MOET HENNESSY USA INC",3233,"Belvedere Wild Berry",22.99,16.66,750,1304,30166.96000000042,22594.2400000003,1027.929999999994,427867,9472995.2,48347.26,-9442828.239999998,0.0030476760301682533,0.0031845218289565293
3664,"WILLIAM GRANT & SONS INC",3234,"Hendrick's Gin",62.99,45.92,1750,7465,467921.3499999754,294818.09999998036,13719.89000000053,302685,5960744.350000001,30234.42000000001,-5492823.000000025,0.024662603036159705,0.07850048962424892
17035,"PERNOD RICARD USA",3235,"Absolut Berri Acai",16.99,12.4,750,2600,45821.000000000065,34338.550000001145,2049.4999999999554,1647558,24124091.56,123780.21999999997,-24078270.56,0.0015780931536249407,0.001899387584649014
8004,"SAZERAC CO INC",3237,"Firefly Sweet Tea Vodka",25.99,18.17,1750,5976,151349.24000000014,93910.04000000423,10983.01000000038,1417727,9916770.259999998,50293.62000000002,-9765421.019999998,0.004215197989457773,0.01526194880307736
3664,"WILLIAM GRANT & SONS INC",3238,"Hendrick's Gin",29.99,22.83,750,20847,632474.5299999345,294114.63999996043,16416.800000001735,302685,5960744.350000001,30234.42000000001,-5328269.820000066,0.06887358144605778,0.10610663582643574
9165,"ULTRA BEVERAGE COMPANY LLP",3239,"Seagram's Red Berry Vodka",9.99,7.8,750,560,5349.399999999955,2924.5199999999813,441.5200000000017,1077527,13210613.930000002,68054.70000000003,-13205264.530000001,0.0005197085548668386,0.0004049319757844104
3924,"HEAVEN HILL DISTILLERIES",3243,"Burnetts Vodka",10.49,8.26,1750,57067,648535.3299999053,182200.22999998785,104847.71999998578,352348,2816661.9399999995,14069.869999999995,-2168126.6100000944,0.16196203753107724,0.23024961596914448
3924,"HEAVEN HILL DISTILLERIES",3244,"Burnetts Vodka",5.79,4.32,750,13327,83141.93000000692,52603.44999999747,10496.780000000525,352348,2816661.9399999995,14069.869999999995,-2733520.0099999923,0.03782340186406621,0.02951789450458756
8004,"SAZERAC CO INC",3246,"Bentley's Vodka",8.79,6.71,1750,59245,520763.54999996244,136913.03999996334,108849.57999998573,1417727,9916770.259999998,50293.62000000002,-9396006.710000036,0.041788722370385833,0.05251342285305322
12546,"JIM BEAM BRANDS COMPANY",3253,"Gilbeys London Dry",12.49,9.08,1750,37497,463220.0299999475,154889.61000000572,68894.59999998749,2737165,24203151.05000001,123880.96999999999,-23739931.02000006,0.013699210679663083,0.01913883151177323
12546,"JIM BEAM BRANDS COMPANY",3257,"Gilbeys London Dry Trav",5.99,4.5,750,12941,80751.59000000471,55715.96999999648,10195.74000000061,2737165,24203151.05000001,123880.96999999999,-24122399.460000005,0.004727884508241191,0.0033364081326924862
3252,"E & J GALLO WINERY",3271,"New Amsterdam Vodka",5.99,4.47,375,14,83.85999999999999,53.91000000000001,5.489999999999999,1858260,12289608.089999998,61966.909999999996,-12289524.229999999,0.000007533929590046603,0.000006823651282113423
9552,"M S WALKER INC",3272,"Sobieski Vodka",17.99,13.23,1750,10722,198008.77999999636,124550.84000001455,19704.47000000019,1372841,10935817.3,55551.819999999985,-10737808.520000005,0.007810081429677581,0.018106445505448994
3960,"DIAGEO NORTH AMERICA INC",3276,"Gordons London Dry",14.99,9.62,1750,44434,643753.6599999246,185732.1899999862,81641.20999998754,5459788,50959796.849999994,257032.07000000007,-50316043.19000007,0.008138411235014987,0.012632579009190549
3960,"DIAGEO NORTH AMERICA INC",3278,"Gordons London Dry",7.99,5.79,750,13920,111220.80000000783,58814.38999999625,10966.58000000059,5459788,50959796.849999994,257032.07000000007,-50848576.04999999,0.0025495495429492866,0.0021825204744710014
6213,"MHW LTD",3279,"Double Cross Vodka",29.99,22.21,750,1025,32341.750000000404,24847.150000000347,808.1499999999972,215201,1888333.0099999998,9621.580000000002,-1855991.2599999993,0.004762989019567753,0.01712714326801945
1392,"CONSTELLATION BRANDS INC",3285,"Svedka Strawberry Colada",9.99,7.29,750,147,1468.530000000001,1038.9600000000007,115.86000000000013,2325892,15573917.899999999,79528.99,-15572449.37,0.0000632015587998067,0.00009429419170111339
3960,"DIAGEO NORTH AMERICA INC",3286,"Ciroc Snap Frost Vodka",47.99,36.08,1750,3287,164221.13000000073,82856.59000000102,6041.2200000001185,5459788,50959796.849999994,257032.07000000007,-50795575.71999999,0.0006020380278501656,0.003222562493398181
9165,"ULTRA BEVERAGE COMPANY LLP",3292,"GlenDronach 1995",169.99,135.99,750,107,18188.930000000008,11559.319999999989,84.34000000000007,1077527,13210613.930000002,68054.70000000003,-13192425.000000002,0.00009930145601919952,0.001376842143474857
4425,"MARTIGNETTI COMPANIES",3294,"Leaf Vodka Alaskian Glacial",16.99,12.31,750,421,6230.789999999961,4352.089999999966,331.8100000000007,2640411,27861690.019999996,144929.24,-27855459.229999997,0.0001594448743017659,0.00022363288068768635
4425,"MARTIGNETTI COMPANIES",3295,"Tito's Handmade Vodka",9.99,7.93,375,23984,262992.1599999951,137105.700000023,9421.800000000629,2640411,27861690.019999996,144929.24,-27598697.86,0.009083434359272098,0.009439203429914375
8112,"MOET HENNESSY USA INC",3296,"Belvedere Pink Grapefruit",22.99,15.99,750,1065,24724.350000000257,18525.010000000017,839.5899999999958,427867,9472995.2,48347.26,-9448270.85,0.002489091236295391,0.0026099823211142618
3960,"DIAGEO NORTH AMERICA INC",3300,"Smirnoff Sorbet Mango/Pasion",0.99,0.71,50,13787,13649.129999999148,4468.859999999484,715.5600000000017,5459788,50959796.849999994,257032.07000000007,-50946147.71999999,0.0025251896227472567,0.0002678411383816015
8352,"LUXCO INC",3305,"Canada House Canadian Whisky",12.49,8.65,1750,2402,27748.980000000232,15812.649999999747,4414.290000000056,283260,2051436.01,10261.599999999997,-2023687.0299999998,0.00847984184141778,0.013526612511788867
12546,"JIM BEAM BRANDS COMPANY",3310,"Pinnacle Vodka",6.99,4.34,375,28977,173753.2300000047,86829.47000001051,11386.640000000496,2737165,24203151.05000001,123880.96999999999,-24029397.820000004,0.010586500996468974,0.007178950775502624
1128,"BROWN-FORMAN CORP",3314,"El Jimador Blanco Tequila",26.99,19.28,1750,4063,111349.37000000385,79810.89000000127,7468.510000000256,1006122,13529433.080000006,68601.68000000001,-13418083.71,0.004038277664140134,0.008230157859652447
3960,"DIAGEO NORTH AMERICA INC",3315,"Smirnoff Sorbet Rasp/Pomegra",0.99,0.74,50,55546,54990.54000000114,12829.40999999764,2900.900000000014,5459788,50959796.849999994,257032.07000000007,-50904806.309999995,0.010173655094300365,0.0010790965309745177
3960,"DIAGEO NORTH AMERICA INC",3316,"Ciroc Peach Vodka",11.99,8.88,375,12459,152526.41000000222,46352.9099999998,4896.899999999995,5459788,50959796.849999994,257032.07000000007,-50807270.43999999,0.002281956735316463,0.0029930733524892814
