VendorNumber,VendorName,Brand,Description,Actual_Price,PurchasePrice,Volume,TotalsalesQuantity,TotalsalesDollers,TotalsalesPrice,TotalsalesExciseTax,TotalpurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,StockturnOver,SalesPurchaseRate
9165,"ULTRA BEVERAGE COMPANY LLP",2474,"The Glenrothes Triple Pack",38.99,29.1,300,649,25304.510000000093,19495.000000000047,206.3799999999981,1077527,13210613.930000002,68054.70000000003,-13185309.420000002,0.0006023050930510326,0.0019154681329787442
3960,"DIAGEO NORTH AMERICA INC",2476,"Crown Royal Maple Whisky",22.99,16.79,750,6614,157718.86000000403,107038.31000000716,5213.189999999861,5459788,50959796.849999994,257032.07000000007,-50802077.98999999,0.0012114023474904154,0.0030949664195924686
3960,"DIAGEO NORTH AMERICA INC",2494,"Crown Royal Regal Apple",39.99,31,1750,3851,180958.48999999827,139137.3900000048,7079.630000000261,5459788,50959796.849999994,257032.07000000007,-50778838.36,0.0007053387420903522,0.003551004933019043
3960,"DIAGEO NORTH AMERICA INC",2496,"Crown Royal Black",49.99,36.22,1750,2434,128170.66000000319,101346.76000000269,4474.970000000114,5459788,50959796.849999994,257032.07000000007,-50831626.18999999,0.000445804855426621,0.0025151328679208266
3960,"DIAGEO NORTH AMERICA INC",2499,"Crown Royal Black",29.99,21.53,750,4262,122377.38000000494,95100.93000000394,3360.519999999955,5459788,50959796.849999994,257032.07000000007,-50837419.46999999,0.0007806163902334669,0.0024014495261867387
3960,"DIAGEO NORTH AMERICA INC",2508,"Crown Royal No Harvest Rye",1.99,1.59,50,4512,8978.879999999643,4614.809999999728,231.27000000000191,5459788,50959796.849999994,257032.07000000007,-50950817.96999999,0.0008264057139214929,0.0001761953648761385
2561,"EDRINGTON AMERICAS",2512,"The Macallan 12 Yr Old",34.99,25.36,375,1831,64066.68999999986,46221.78999999988,717.6199999999875,62542,1882832.8399999992,9654.500000000002,-1818766.1499999992,0.02927632630872054,0.03402675406915034
9625,"WESTERN SPIRITS BEVERAGE CO",2514,"Bird Dog Peach Whiskey",14.99,11.41,750,3059,47354.41000000007,34873.4800000012,2411.31999999996,56860,361249.20999999985,1933.1899999999996,-313894.79999999976,0.05379880408019697,0.1310851586360565
3664,"WILLIAM GRANT & SONS INC",2517,"Balvenie 14 Yr Caribean Cask",68.99,46.42,750,4263,299856.3699999918,216487.29999999286,3360.2999999999724,302685,5960744.350000001,30234.42000000001,-5660887.980000009,0.014083948659497497,0.05030518881421106
1128,"BROWN-FORMAN CORP",2518,"Woodford Reserve Double Oak",49.99,36.49,750,2801,147315.99000000212,118517.49000000446,2208.8999999999496,1006122,13529433.080000006,68601.68000000001,-13382117.090000004,0.0027839566175871314,0.010888556019229894
2561,"EDRINGTON AMERICAS",2520,"The Macallan 12 Yr Old",62.99,42.21,750,9713,572039.8699999629,344176.9799999706,7651.829999999693,62542,1882832.8399999992,9654.500000000002,-1310792.9700000363,0.15530363595663713,0.303818723493246
2561,"EDRINGTON AMERICAS",2522,"The Macallan 10 Yr Fine Oak",47.99,36.92,750,2336,117841.64000000282,95408.1000000022,1842.2699999999554,62542,1882832.8399999992,9654.500000000002,-1764991.1999999962,0.03735090019506891,0.06258741482329513
10754,"PERFECTA WINES",2531,"WhistlePig 10 Yr Old Rye",63.99,46.37,750,4102,288456.9799999927,204948.86999999438,3233.599999999964,553116,5665501.530000001,28720.52,-5377044.550000008,0.007416165867557619,0.050914641620437906
2561,"EDRINGTON AMERICAS",2532,"The Macallan 12 Yr Old",134.99,96.89,1750,635,89686.65000000034,62402.56999999972,1167.3499999999997,62542,1882832.8399999992,9654.500000000002,-1793146.1899999988,0.010153177065012313,0.04763388873119527
3252,"E & J GALLO WINERY",2534,"The Dalmore 12Yr Single Malt",44.99,35.99,750,1574,95329.26000000128,82261.44000000077,1241.7399999999795,1858260,12289608.089999998,61966.909999999996,-12194278.829999996,0.0008470289410523823,0.007756899919174012
9710,"WHYTE & MACKAY",2539,"John Barr Red Scotch Whisky",19.99,12.3,1750,2,31.98,15.99,3.67,0,0,0,31.98,0,0
6785,"PALM BAY INTERNATIONAL INC",2543,"Darnley's View Gin",23.99,18.89,750,661,15213.389999999892,12438.609999999902,521.4200000000034,375697,2693984.3300000005,13605.409999999998,-2678770.940000001,0.0017593965349736623,0.005647170932133777
10754,"PERFECTA WINES",2549,"WhistlePig 10Yr Rye",44.99,29.49,375,1906,81941.94000000038,68589.06999999932,745.7199999999838,553116,5665501.530000001,28720.52,-5583559.590000001,0.003445931775613072,0.014463316189414278
12546,"JIM BEAM BRANDS COMPANY",2563,"Greenore Irish Whiskey",49.99,34.61,750,306,14431.939999999951,11972.469999999956,241.4199999999993,2737165,24203151.05000001,123880.96999999999,-24188719.110000007,0.00011179450270626725,0.0005962835157366812
3960,"DIAGEO NORTH AMERICA INC",2570,"Johnnie Walker Gold Rsv",79.99,57.14,750,2119,172043.8100000003,105826.9900000021,1669.959999999978,5459788,50959796.849999994,257032.07000000007,-50787753.03999999,0.0003881103075797082,0.0033760693847821
8004,"SAZERAC CO INC",2582,"Firefly Blackberry Moonshine",19.99,11.8,750,602,9023.979999999938,5861.089999999946,474.57000000000227,1417727,9916770.259999998,50293.62000000002,-9907746.279999997,0.0004246233583757663,0.0009099716705547577
17035,"PERNOD RICARD USA",2585,"Jameson Irish Whiskey",22.99,16.42,750,91247,2148965.5299997157,436011.6399998929,71840.57000000637,1647558,24124091.56,123780.21999999997,-21975126.030000284,0.055383179226467294,0.08907964574147537
17035,"PERNOD RICARD USA",2586,"Jameson Irish Whiskey",2.99,2.21,50,51307,153407.93000000736,41719.47000000163,2673.5899999999115,1647558,24124091.56,123780.21999999997,-23970683.62999999,0.031141240551167244,0.006359117383486144
17035,"PERNOD RICARD USA",2587,"Jameson Irish Whiskey",18.99,12.67,375,9294,171430.56000000372,117621.69000001272,3643.5099999998642,1647558,24124091.56,123780.21999999997,-23952660.999999996,0.005641076065303923,0.007106197535920965
17035,"PERNOD RICARD USA",2589,"Jameson Irish Whiskey",39.99,30.76,1750,69627,2773367.729999988,614529.3399998964,127931.66999998408,1647558,24124091.56,123780.21999999997,-21350723.83000001,0.04226072769517067,0.11496257685402302
2561,"EDRINGTON AMERICAS",2590,"The Black Grouse Scotch",46.99,28.98,1750,1879,77304.21000000054,57630.999999999316,3454.42000000005,62542,1882832.8399999992,9654.500000000002,-1805528.6299999985,0.03004381055930415,0.04105739413383112
3960,"DIAGEO NORTH AMERICA INC",2591,"Cardhu Scotch",43.99,29.4,750,1607,66515.92999999967,54802.76999999945,1267.4899999999798,5459788,50959796.849999994,257032.07000000007,-50893280.919999994,0.000294333772666631,0.0013052628564393439
1485,"CASTLE BRANDS CORP.",2595,"Clontarf Irish Whiskey",17.99,12.3,750,2581,44067.19000000022,30919.900000001173,2034.199999999957,105220,1679383.91,8497.589999999998,-1635316.7199999997,0.024529557118418553,0.0262400930112521
17035,"PERNOD RICARD USA",2597,"Beefeater 24",21.99,14.38,750,663,10894.369999999954,5845.7799999999515,522.4100000000002,1647558,24124091.56,123780.21999999997,-24113197.189999998,0.00040241375417435986,0.00045159710876175907
8004,"SAZERAC CO INC",2598,"Firefly Apple Pie Moonshine",16.99,11.44,750,3233,53521.66999999984,41990.68000000027,2549.099999999954,1417727,9916770.259999998,50293.62000000002,-9863248.589999998,0.002280410826626001,0.005397086813222176
3960,"DIAGEO NORTH AMERICA INC",2602,"Caol Ila 12 Yr Islay Single",59.99,43.84,750,1306,76535.94000000038,63048.24999999934,1030.099999999992,5459788,50959796.849999994,257032.07000000007,-50883260.91,0.00023920342694624773,0.001501888640280174
3960,"DIAGEO NORTH AMERICA INC",2604,"Johnnie Walker Collection 4",99.99,73.52,200,929,92890.71000000046,75692.4300000001,195.08999999999966,5459788,50959796.849999994,257032.07000000007,-50866906.13999999,0.00017015312682470456,0.0018228233969107839
8112,"MOET HENNESSY USA INC",2606,"Glenmorangie Original 18Yr",115.99,79.36,750,1230,126639.70000000179,105763.75000000167,970.3699999999922,427867,9472995.2,48347.26,-9346355.499999998,0.002874725089805944,0.013368496164761257
9552,"M S WALKER INC",2607,"Grand MacNish 12 Yr Old",21.99,17.18,750,1957,43034.43000000011,35293.95000000082,1543.8499999999701,1372841,10935817.3,55551.819999999985,-10892782.870000001,0.0014255110387874487,0.003935181872506238
9744,"FREDERICK WILDMAN & SONS",2609,"Pigs Nose Scotch",25.99,18.11,750,1248,31523.520000000597,26700.43000000054,984.4599999999905,70932,759449.24,3999.9299999999994,-727925.7199999994,0.01759431568262561,0.04150839626885478
480,"BACARDI USA INC",2611,"Dewar's 15 Yr Old Rsv",54.99,39.99,750,415,19294.850000000013,15873.649999999936,327.3300000000006,1427075,17624378.719999995,89286.26999999999,-17605083.869999994,0.00029080461783718444,0.0010947818533940366
480,"BACARDI USA INC",2614,"Dewars Special RSV 12-Year",59.99,41.21,1750,289,16094.109999999955,12502.74999999996,531.3999999999982,1427075,17624378.719999995,89286.26999999999,-17608284.609999996,0.00020251213145770194,0.0009131731821977075
17035,"PERNOD RICARD USA",2615,"Chivas Regal",3.49,2.57,50,5440,18985.599999999733,8557.479999999598,279.9400000000044,1647558,24124091.56,123780.21999999997,-24105105.959999997,0.003301856444507568,0.0007869975104670732
8112,"MOET HENNESSY USA INC",2619,"Glenmorangie Original 10 Yr",64.99,51.58,1750,2221,148432.79000000114,116162.65000000331,4083.4200000000897,427867,9472995.2,48347.26,-9324562.409999998,0.005190865385739026,0.015669045203358822
480,"BACARDI USA INC",2622,"Dewars Scratch Cask Scotch",26.99,18.65,750,1479,38435.210000000494,30268.390000000774,1166.469999999986,1427075,17624378.719999995,89286.26999999999,-17585943.509999994,0.0010363856139305923,0.0021807980077269075
17035,"PERNOD RICARD USA",2623,Ballantines,28.99,18.24,1750,3873,112041.27000000354,76937.40000000059,7118.670000000237,1647558,24124091.56,123780.21999999997,-24012050.289999995,0.0023507518399959212,0.004644372606584633
480,"BACARDI USA INC",2624,"Dewars 18 Yr Old Founders Rv",64.99,46.76,750,644,42753.560000000114,36269.54000000024,508.1300000000041,1427075,17624378.719999995,89286.26999999999,-17581625.159999996,0.0004512727081617995,0.0024258194106714093
9165,"ULTRA BEVERAGE COMPANY LLP",2625,"Nikka Coffey Grain Whisky",59.99,43.16,750,740,46018.60000000003,38687.78000000017,583.7200000000024,1077527,13210613.930000002,68054.70000000003,-13164595.330000002,0.0006867577332168939,0.003483456578463498
3960,"DIAGEO NORTH AMERICA INC",2626,"Crown Royal Apple",1.99,1.42,50,14,27.859999999999996,5.97,0.7300000000000001,5459788,50959796.849999994,257032.07000000007,-50959768.989999995,0.000002564202126529455,0.0000005467054761227919
480,"BACARDI USA INC",2628,"Dewars Special RSV 12-Yr",31.99,23.43,750,3547,112630.53000000349,89305.95000000278,2796.8699999999585,1427075,17624378.719999995,89286.26999999999,-17511748.18999999,0.002485503564984321,0.006390609949398746
8004,"SAZERAC CO INC",2630,"Old Pulteney Single Malt Sc",37.99,29.91,750,1790,68916.09999999985,56874.2399999993,1411.739999999976,1417727,9916770.259999998,50293.62000000002,-9847854.159999998,0.0012625844044727933,0.006949450092433609
17035,"PERNOD RICARD USA",2631,"Scapa 16 Yr Old Single Malt",73.99,55.99,750,1049,74295.51000000015,63257.06999999945,827.4599999999949,1647558,24124091.56,123780.21999999997,-24049796.049999997,0.0006366998915971396,0.0030797226007543872
9165,"ULTRA BEVERAGE COMPANY LLP",2636,"Nikka Whisky Taketsuru 12 Yr",68.99,48.83,750,278,18747.219999999976,12292.179999999968,219.18999999999977,1077527,13210613.930000002,68054.70000000003,-13191866.71,0.00025799817545175204,0.0014191028592113262
9744,"FREDERICK WILDMAN & SONS",2637,"The Feathery Blended Scotch",56.99,39.12,750,356,15122.439999999946,10923.439999999955,280.78000000000014,70932,759449.24,3999.9299999999994,-744326.8,0.005018891332543845,0.019912377554028426
12546,"JIM BEAM BRANDS COMPANY",2639,"Bowmore Darkest Islay 15 Yr",70.99,52.37,750,377,27215.230000000138,23912.690000000126,297.5400000000002,2737165,24203151.05000001,123880.96999999999,-24175935.820000008,0.00013773375006621814,0.0011244498678613225
4425,"MARTIGNETTI COMPANIES",2640,"Michter's Small Batch Bourbn",44.99,30.07,750,2521,108431.79000000244,89193.28000000188,1988.2399999999511,2640411,27861690.019999996,144929.24,-27753258.229999993,0.0009547756012226884,0.0038917879684314447
480,"BACARDI USA INC",2643,"Dewars Signature",184.99,136.02,750,6,1109.94,1109.94,4.74,1427075,17624378.719999995,89286.26999999999,-17623268.779999994,0.000004204404113308691,0.00006297753910272306
17035,"PERNOD RICARD USA",2644,"Chivas Regal 18-Yr Scotch",79.99,58.13,750,1421,102415.79000000084,70845.15999999979,1120.0699999999927,1647558,24124091.56,123780.21999999997,-24021675.77,0.0008624886043465542,0.004245373955130223
17035,"PERNOD RICARD USA",2645,"Chivas Regal",31.99,21.89,750,10418,325119.8199999839,188947.76999999178,8208.389999999687,1647558,24124091.56,123780.21999999997,-23798971.740000013,0.006323297874794089,0.013476976705687147
17035,"PERNOD RICARD USA",2646,"Chivas Regal",58.99,43.3,1750,8233,462119.6699999772,267131.5299999828,15131.220000000561,1647558,24124091.56,123780.21999999997,-23661971.890000023,0.0049970926668438985,0.01915594080923714
17035,"PERNOD RICARD USA",2648,"Chivas Regal",16.49,12.21,375,3529,57595.20999999974,41823.45000000029,1382.2100000000146,1647558,24124091.56,123780.21999999997,-24066496.349999998,0.0021419579765932367,0.0023874561185755895
3960,"DIAGEO NORTH AMERICA INC",2650,"Tanqueray Old Tom Gin",24.99,19.68,1000,73,1824.2700000000004,849.6600000000002,76.64999999999996,5459788,50959796.849999994,257032.07000000007,-50957972.57999999,0.000013370482516903587,0.00003579821963124644
2561,"EDRINGTON AMERICAS",2656,"Cutty Sark",24.99,19.52,1750,9282,238229.17999999356,144569.04000000667,17059.01000000058,62542,1882832.8399999992,9654.500000000002,-1644603.6600000055,0.14841226695660517,0.12652699429227804
2561,"EDRINGTON AMERICAS",2658,"Cutty Sark",15.99,12.49,750,2940,48856.59999999977,41535.02000000038,2319.4299999999453,62542,1882832.8399999992,9654.500000000002,-1833976.2399999993,0.04700841034824598,0.025948453289140524
12546,"JIM BEAM BRANDS COMPANY",2661,"Laphroaig Cask Strength 10Yr",65.99,47.99,750,680,48105.19999999994,37023.8000000002,536.3900000000037,2737165,24203151.05000001,123880.96999999999,-24155045.85000001,0.00024843222823614947,0.0019875593843389217
480,"BACARDI USA INC",2663,"Dewars White Label",29.99,21.42,1750,70122,2189368.779999833,495957.82999989664,128839.07999998711,1427075,17624378.719999995,89286.26999999999,-15435009.940000162,0.04913687087223867,0.12422388413132295
8004,"SAZERAC CO INC",2664,"Firefly Moonshine",16.99,10.5,750,292,4233.57999999998,2929.4799999999877,230.22999999999948,1417727,9916770.259999998,50293.62000000002,-9912536.679999998,0.00020596348944472385,0.0004269111705729866
480,"BACARDI USA INC",2665,"Dewars White Label",19.99,15.38,750,19088,400461.1199999574,215262.60999997726,15034.060000001975,1427075,17624378.719999995,89286.26999999999,-17223917.60000004,0.013375610952472715,0.022721999246731888
480,"BACARDI USA INC",2668,"Dewars White Label",13.99,10.68,375,5551,74776.49000000088,58804.479999997864,2173.7700000000978,1427075,17624378.719999995,89286.26999999999,-17549602.229999993,0.0038897745388294237,0.0042427872884475155
480,"BACARDI USA INC",2672,"Dewars White Label",2.29,1.8,50,22276,51012.04000000488,16275.030000002962,1157.1399999999815,1427075,17624378.719999995,89286.26999999999,-17573366.67999999,0.0156095510046774,0.002894402169315441
3960,"DIAGEO NORTH AMERICA INC",2675,"Crown Royal XO",44.99,34.88,750,2236,102001.64000000183,84819.42000000128,1763.4999999999604,5459788,50959796.849999994,257032.07000000007,-50857795.20999999,0.00040953971106570436,0.0020016100201545807
9552,"M S WALKER INC",2676,"Grand MacNish",15.99,10.93,1750,6280,95864.20000000352,57925.199999997945,11541.650000000413,1372841,10935817.3,55551.819999999985,-10839953.099999998,0.004574455454054767,0.008766075490306838
4425,"MARTIGNETTI COMPANIES",2678,"Michter's Straight Rye",44.99,31.99,750,1507,64537.929999999455,52028.86999999963,1188.6599999999823,2640411,27861690.019999996,144929.24,-27797152.089999996,0.0005707444787951573,0.002316368100918218
480,"BACARDI USA INC",2679,"Dewars Highlander Honey",22.99,14.28,750,2348,46676.52000000021,30697.68000000101,1850.9399999999712,1427075,17624378.719999995,89286.26999999999,-17577702.199999996,0.0016453234763414678,0.002648406547632348
9165,"ULTRA BEVERAGE COMPANY LLP",2682,"The Glendronach 12 Yr Scotch",52.99,42.39,750,666,36802.34000000025,31160.370000000374,525.6000000000047,1077527,13210613.930000002,68054.70000000003,-13173811.590000002,0.0006180819598952045,0.002785816026038409
12546,"JIM BEAM BRANDS COMPANY",2685,"Ardmore Scotch",36.99,27.12,750,0,0,0,0,2737165,24203151.05000001,123880.96999999999,-24203151.05000001,0,0
8004,"SAZERAC CO INC",2686,"AnCnoc 12 Yr Old Scotch",37.99,26.8,750,1517,58483.82999999959,49649.1099999997,1196.8199999999817,1417727,9916770.259999998,50293.62000000002,-9858286.429999998,0.0010700226489302948,0.005897467468405343
1392,"CONSTELLATION BRANDS INC",2689,"Black Velvet Reserve",18.99,14.72,1750,754,14318.459999999894,10957.2299999999,1386.2999999999965,2325892,15573917.899999999,79528.99,-15559599.44,0.00032417670295955273,0.0009193871504870264
1392,"CONSTELLATION BRANDS INC",2690,"Black Velvet Reserve",11.99,7.35,750,8109,83146.91000000254,60015.5999999968,6390.469999999754,2325892,15573917.899999999,79528.99,-15490770.989999996,0.0034864043558342347,0.0053388563195137006
8112,"MOET HENNESSY USA INC",2692,"Glenmorangie 10 Yr Scotch",41.99,26.31,750,9337,334079.62999998085,208416.14999998786,7356.719999999707,427867,9472995.2,48347.26,-9138915.570000019,0.021822201758957806,0.03526652583968172
8112,"MOET HENNESSY USA INC",2694,"Glenmorangie LaSanta",52.99,37.31,750,1955,100054.45000000157,83691.66000000105,1541.9499999999687,427867,9472995.2,48347.26,-9372940.749999998,0.004569176870382619,0.010562071223260154
12546,"JIM BEAM BRANDS COMPANY",2696,"McClelland Highland Sgl Malt",37.99,25.19,1750,3420,125199.8000000046,99736.79000000368,6287.900000000225,2737165,24203151.05000001,123880.96999999999,-24077951.250000004,0.001249467971422987,0.005172871901735479
